Time, EngineRpmTarget, ActiveProgram, FuelLevelPercentage, Rpm, EngineTemperature, EngineVoltage, EngineBatteryVoltage, GeneratorWorkHours, ServiceHours, EngineStatus, PartialChargedCurrent, PartialDischargedCurrent, PartialCycleTime, FuelAvgConsumption, LoadPower, GeneratorPower, BatteryPowerDuringCharge, BatteryDcCurrent, GeneratorDcCurrent, BusDcVoltage, LoadDcCurrent, LoadKWh, AlternatorTemperature, RectifierTemperature, EngineWorkHours, EngineDiagStatus1, EngineDiagStatus2, EngineDiagStatus3, EngineDiagStatus4, EngineDiagStatus5, EngineDiagStatus6, ThrottlePosition_Desired, AirMass, FanActiveReq, Torque, InternalTemperature_Actual, AmbientPressure, FuelLevel, FuelTankCapacity, TotalRefill, FuelAutonomyHours, BatteryPackSize, GeneratorTotalEnergy, TimeLeftToSwitchOff, Dod, Soc, ChargeStage1Time, ChargeStage2Time, ChargeStageTotalTime, ChargeCycleTotal, ChargeCyclePartial, GeneratorDcVoltage, StartAttempts, ECU_InjectionQuantity, ECU_StartIInjection, ECU_FuelRailPressure, ECU_IgnitionAdvanceAngle, ECU_AirSystemThrottleValvePosition, ECU_IntakeAirPressure, ECU_IntakeAirTemperature, ECU_CombustionPressureCurve, BatteryChargerStatus, GovernorStatus, SpeedControlStatus, TotalBatteryEnergy, IntegralBatteryPowerDuringCharge, BatteryPowerDuringDischarge, EnergyGeneratedFromLastCharge, IntegralBatteryPowerDuringDischarge, IntegralEnergyGeneratedFromLastCharge, DeltaAirPressure, DischargeTime, EnginePerformance, [EV]Feedback KG, [EV]High alternator temperature , [EV]User alarm 1, [EV]High rectifier temperature, [EV]Feedback KB, [EV]Temperature alarm shutdown, [EV]High battery voltage, [EV]Low battery voltage, [EV]High load current, [EV]High generator current, [EV]High battery current, [EV]High battery temperature, [EV]Start failure, [EV]Mechanical fault, [EV]Temp. prealarm (analog), [EV]High engine temp. (analog), [EV]Fuel prealarm (analog), [EV]Low fuel level (analog), [EV]Low RPM, [EV]High RPM, [EV]Service, [EV]High GE temp. (digital), [EV]Low fuel level (digital), [EV]Emergency stop, [EV]Low engine battery voltage, [EV]High engine battery voltage , [EV]Battery temperature prealarm, [EV]Low generator current, [EV]Canbus COM error, [EV]Canbus RED lamp, [EV]Canbus AMBER lamp, [EV]Canbus Protection lamp, [EV]High generator voltage, [EV]Low generator voltage, [EV]Over voltage protection, [EV]kb status, [EV]kg status, [EV]ks status, [EV]km status, [EV]Op status, [EV]Engine Run status, [EV]GeRpmFailure, [EV]GeBatChargeFailure, [EV]GeLowFuelLevel, [EV]GeEngineStartFailure, [EV]GeLowBatLevel, [EV]GeEcuComm, [EV]GEAltCtlComm, [EV]TrendEnginePerformance, [EV]TrendBatHeat, [EV]TrendRectifierHeat, [EV]TrendAlternatorHeat, [EV]TrendEngineHeat, [EV]TrendAirFilterClog, [EV]low Battery Voltage, [EV]Status, [EV]AltCtlComm, [EV]EcuDisconnected, [EV]EcuOff
03/15/2022 11:51:51 , 1774 ,1 ,0 ,1772 ,79 ,14.1 ,13.8 ,2 ,248 ,1 ,7 ,0 ,32 ,0 ,0.7 ,1.21 ,0.3 ,-6 ,20 ,55.3 ,13.4 ,0 ,0 ,0 ,01:26:57 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0 ,369.94 ,1 ,8.5 ,0 ,1020 ,0 ,1000 ,0 ,2.62 ,100 ,1 ,0 ,0 ,100 ,3 ,28 ,0 ,0 ,0 ,55.3 ,128 ,369 ,11 ,185.88 ,0 ,16.9 ,847 ,27 ,18000 ,2 ,12 ,1 ,0 ,0 ,0 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
03/15/2022 11:51:53 , 1774 ,1 ,0 ,1773 ,79 ,13.9 ,13.9 ,2 ,248 ,1 ,7 ,0 ,32 ,0 ,0.7 ,1.13 ,0.4 ,-7 ,20 ,55.3 ,13.3 ,0 ,0 ,0 ,01:26:58 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0 ,369.94 ,1 ,8.5 ,0 ,1020 ,0 ,1000 ,0 ,2.61 ,100 ,1 ,0 ,0 ,100 ,3 ,28 ,0 ,0 ,0 ,55.3 ,128 ,369 ,11 ,191.38 ,0 ,16.74 ,846 ,27 ,18000 ,2 ,12 ,1 ,0 ,0 ,0 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
03/15/2022 11:51:55 , 1774 ,1 ,0 ,1777 ,79 ,14.3 ,14.1 ,2 ,248 ,1 ,7 ,0 ,32 ,0 ,0.7 ,1.2 ,0.4 ,-7 ,20 ,55.3 ,13.4 ,0 ,0 ,0 ,01:27:00 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0 ,369.94 ,1 ,8.5 ,0 ,1020 ,0 ,1000 ,0 ,2.6 ,100 ,1 ,0 ,0 ,100 ,3 ,28 ,0 ,0 ,0 ,55.3 ,128 ,369 ,11 ,197.49 ,0 ,16.78 ,843 ,27 ,18000 ,2 ,12 ,1 ,0 ,0 ,0 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
03/15/2022 11:51:57 , 1774 ,1 ,0 ,1769 ,79 ,14.2 ,14.2 ,2 ,248 ,1 ,7 ,0 ,32 ,0 ,0.7 ,1.21 ,0.3 ,-6 ,20 ,55.3 ,13.6 ,0 ,0 ,0 ,01:27:02 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0 ,369.94 ,1 ,8.5 ,0 ,1020 ,0 ,1000 ,0 ,2.62 ,100 ,1 ,0 ,0 ,100 ,3 ,28 ,0 ,0 ,0 ,55.3 ,128 ,369 ,11 ,189.85 ,0 ,16.77 ,848 ,27 ,18000 ,2 ,12 ,1 ,0 ,0 ,0 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
03/15/2022 11:51:59 , 1774 ,1 ,0 ,1774 ,79 ,13.8 ,14.3 ,2 ,248 ,1 ,7 ,0 ,32 ,0 ,0.7 ,1.18 ,0.4 ,-7 ,21 ,55.3 ,13.6 ,0 ,0 ,0 ,01:27:05 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0 ,369.94 ,1 ,9 ,0 ,1020 ,0 ,1000 ,0 ,2.65 ,100 ,1 ,0 ,0 ,100 ,3 ,28 ,0 ,0 ,0 ,55.2 ,128 ,369 ,11 ,198.1 ,0 ,17.02 ,850 ,27 ,18000 ,2 ,12 ,1 ,0 ,0 ,0 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
03/15/2022 11:52:01 , 1774 ,1 ,0 ,1775 ,79 ,14.2 ,14.2 ,2 ,248 ,1 ,7 ,0 ,32 ,0 ,0.7 ,1.19 ,0.3 ,-6 ,20 ,55.3 ,13.4 ,0 ,0 ,0 ,01:27:07 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0 ,369.94 ,1 ,8 ,0 ,1020 ,0 ,1000 ,0 ,2.61 ,100 ,1 ,0 ,0 ,100 ,3 ,28 ,0 ,0 ,0 ,55.3 ,128 ,369 ,11 ,185.88 ,0 ,16.84 ,844 ,27 ,18000 ,2 ,12 ,1 ,0 ,0 ,0 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
03/15/2022 11:52:03 , 1774 ,1 ,0 ,1778 ,79 ,13.9 ,14 ,2 ,248 ,1 ,7 ,0 ,32 ,0 ,0.7 ,1.2 ,0.4 ,-8 ,22 ,55.4 ,13.4 ,0 ,0 ,0 ,01:27:08 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0 ,369.94 ,1 ,8.5 ,0 ,1020 ,0 ,1000 ,0 ,2.63 ,100 ,1 ,0 ,0 ,100 ,3 ,28 ,0 ,0 ,0 ,55.3 ,128 ,369 ,11 ,185.88 ,0 ,17.08 ,846 ,27 ,18000 ,2 ,12 ,1 ,0 ,0 ,0 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
03/15/2022 11:52:05 , 1774 ,1 ,0 ,1769 ,79 ,13.7 ,12.8 ,2 ,248 ,1 ,7 ,0 ,32 ,0 ,0.7 ,1.13 ,0.4 ,-8 ,21 ,55.3 ,13.3 ,0 ,0 ,0 ,01:27:11 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0 ,369.94 ,1 ,8.5 ,0 ,1020 ,0 ,1000 ,0 ,2.63 ,100 ,1 ,0 ,0 ,100 ,3 ,28 ,0 ,0 ,0 ,55.3 ,128 ,369 ,11 ,192.3 ,0 ,17.36 ,848 ,27 ,18000 ,2 ,12 ,1 ,0 ,0 ,0 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
03/15/2022 11:52:07 , 1774 ,1 ,0 ,1776 ,79 ,13.7 ,14.1 ,2 ,248 ,1 ,7 ,0 ,32 ,0 ,0.7 ,1.23 ,0.4 ,-8 ,21 ,55.3 ,13.3 ,0 ,0 ,0 ,01:27:12 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0 ,369.94 ,1 ,9 ,0 ,1020 ,0 ,1000 ,0 ,2.62 ,100 ,1 ,0 ,0 ,100 ,3 ,28 ,0 ,0 ,0 ,55.3 ,128 ,369 ,11 ,185.88 ,0 ,17.02 ,850 ,27 ,18000 ,2 ,12 ,1 ,0 ,0 ,0 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
03/15/2022 11:52:09 , 1774 ,1 ,0 ,1770 ,79 ,14 ,14.1 ,2 ,248 ,1 ,7 ,0 ,32 ,0 ,0.7 ,1.13 ,0.4 ,-8 ,21 ,55.3 ,13.6 ,0 ,0 ,0 ,01:27:15 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0 ,369.94 ,1 ,8.5 ,0 ,1020 ,0 ,1000 ,0 ,2.62 ,100 ,1 ,0 ,0 ,100 ,3 ,28 ,0 ,0 ,0 ,55.3 ,128 ,369 ,11 ,187.41 ,0 ,17.12 ,846 ,27 ,18000 ,2 ,12 ,1 ,0 ,0 ,0 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
03/15/2022 11:52:11 , 1774 ,1 ,0 ,1774 ,79 ,13.6 ,14.2 ,2 ,248 ,1 ,7 ,0 ,32 ,0 ,0.7 ,1.15 ,0.4 ,-7 ,21 ,55.3 ,13.4 ,0 ,0 ,0 ,01:27:16 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0 ,369.94 ,1 ,8.5 ,0 ,1020 ,0 ,1000 ,0 ,2.64 ,100 ,1 ,0 ,0 ,100 ,3 ,28 ,0 ,0 ,0 ,55.4 ,128 ,369 ,11 ,191.07 ,0 ,17.44 ,849 ,27 ,18000 ,2 ,12 ,1 ,0 ,0 ,0 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
03/15/2022 11:52:13 , 1774 ,1 ,0 ,1770 ,79 ,14.2 ,14.3 ,2 ,248 ,1 ,7 ,0 ,32 ,0 ,0.7 ,1.1 ,0.4 ,-7 ,20 ,55.4 ,13.4 ,0 ,0 ,0 ,01:27:19 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0004 ,0 ,369.94 ,1 ,8.5 ,0 ,1020 ,0 ,1000 ,0 ,2.62 ,100 ,1 ,0 ,0 ,100 ,3 ,28 ,0 ,0 ,0 ,55.3 ,128 ,369 ,11 ,185.88 ,0 ,17.11 ,848 ,27 ,18000 ,2 ,12 ,1 ,0 ,0 ,0 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
03/15/2022 11:52:15 , 1774 ,1 ,0 ,1776 ,79 ,13.9 ,14 ,2 ,248 ,1 ,7 ,0 ,32 ,0 ,0.7 ,1.13 ,0.4 ,-8 ,21 ,55.3 ,13.3 ,0 ,0 ,0 ,01:27:20 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0 ,369.94 ,1 ,8.5 ,0 ,1020 ,0 ,1000 ,0 ,2.62 ,100 ,1 ,0 ,0 ,100 ,3 ,28 ,0 ,0 ,0 ,55.3 ,128 ,369 ,11 ,186.8 ,0 ,17.16 ,848 ,27 ,18000 ,2 ,12 ,1 ,0 ,0 ,0 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
03/15/2022 11:52:17 , 1774 ,1 ,0 ,1775 ,79 ,14.3 ,14.1 ,2 ,248 ,1 ,7 ,0 ,32 ,0 ,0.7 ,1.2 ,0.4 ,-7 ,20 ,55.3 ,13.4 ,0 ,0 ,0 ,01:27:23 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0 ,369.94 ,1 ,8.5 ,0 ,1020 ,0 ,1000 ,0 ,2.62 ,100 ,1 ,0 ,0 ,100 ,3 ,28 ,0 ,0 ,0 ,55.3 ,128 ,369 ,11 ,182.83 ,0 ,16.86 ,845 ,27 ,18000 ,2 ,12 ,1 ,0 ,0 ,0 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
03/15/2022 11:52:19 , 1774 ,1 ,0 ,1777 ,79 ,14.2 ,14.4 ,2 ,248 ,1 ,7 ,0 ,32 ,0 ,0.7 ,1.11 ,0.3 ,-6 ,20 ,55.3 ,13.4 ,0 ,0 ,0 ,01:27:25 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0 ,369.94 ,1 ,8.5 ,0 ,1020 ,0 ,1000 ,0 ,2.62 ,100 ,1 ,0 ,0 ,100 ,3 ,28 ,0 ,0 ,0 ,55.3 ,128 ,369 ,11 ,179.77 ,0 ,16.53 ,846 ,27 ,18000 ,2 ,12 ,1 ,0 ,0 ,0 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
03/15/2022 11:52:21 , 1774 ,1 ,0 ,1767 ,79 ,14.2 ,14.3 ,2 ,248 ,1 ,7 ,0 ,32 ,0 ,0.7 ,1.12 ,0.3 ,-6 ,20 ,55.3 ,13.6 ,0 ,0 ,0 ,01:27:26 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0 ,369.94 ,1 ,8.5 ,0 ,1020 ,0 ,1000 ,0 ,2.61 ,100 ,1 ,0 ,0 ,100 ,3 ,28 ,0 ,0 ,0 ,55.3 ,128 ,369 ,11 ,188.94 ,0 ,17.08 ,846 ,27 ,18000 ,2 ,12 ,1 ,0 ,0 ,0 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
03/15/2022 11:52:23 , 1774 ,1 ,0 ,1773 ,79 ,14.3 ,14.2 ,2 ,248 ,1 ,7 ,0 ,32 ,0 ,0.7 ,1.2 ,0.4 ,-7 ,20 ,55.3 ,13.4 ,0 ,0 ,0 ,01:27:29 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0 ,369.94 ,1 ,9 ,0 ,1020 ,0 ,1000 ,0 ,2.62 ,100 ,1 ,0 ,0 ,100 ,3 ,28 ,0 ,0 ,0 ,55.3 ,128 ,369 ,11 ,186.8 ,0 ,16.88 ,847 ,27 ,18000 ,2 ,12 ,1 ,0 ,0 ,0 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
03/15/2022 11:52:27 , 1774 ,1 ,0 ,1776 ,79 ,14 ,14.3 ,2 ,248 ,1 ,7 ,0 ,32 ,0 ,0.7 ,1.17 ,0.4 ,-7 ,21 ,55.4 ,13.6 ,0 ,0 ,0 ,01:27:33 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0 ,369.94 ,1 ,8 ,0 ,1020 ,0 ,1000 ,0 ,2.61 ,100 ,1 ,0 ,0 ,100 ,3 ,29 ,0 ,0 ,0 ,55.4 ,128 ,369 ,11 ,185.88 ,0 ,16.89 ,844 ,27 ,18000 ,2 ,12 ,1 ,0 ,0 ,0 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
03/15/2022 11:52:29 , 1774 ,1 ,0 ,1774 ,79 ,14.3 ,13.3 ,2 ,248 ,1 ,7 ,0 ,32 ,0 ,0.7 ,1.19 ,0.3 ,-6 ,19 ,55.3 ,13.3 ,0 ,0 ,0 ,01:27:34 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0 ,369.94 ,1 ,8.5 ,0 ,1020 ,0 ,1000 ,0 ,2.62 ,100 ,1 ,0 ,0 ,100 ,3 ,29 ,0 ,0 ,0 ,55.4 ,128 ,369 ,11 ,182.83 ,0 ,17.02 ,848 ,27 ,18000 ,2 ,12 ,1 ,0 ,0 ,0 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
03/15/2022 11:52:31 , 1774 ,1 ,0 ,1775 ,79 ,14.1 ,14.1 ,2 ,248 ,1 ,7 ,0 ,32 ,0 ,0.7 ,1.17 ,0.4 ,-8 ,21 ,55.4 ,13.3 ,0 ,0 ,0 ,01:27:37 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0 ,369.94 ,1 ,8.5 ,0 ,1020 ,0 ,1000 ,0 ,2.61 ,100 ,1 ,0 ,0 ,100 ,3 ,29 ,0 ,0 ,0 ,55.4 ,128 ,369 ,11 ,178.55 ,0 ,16.88 ,845 ,27 ,18000 ,2 ,12 ,1 ,0 ,0 ,0 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
